ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Order_Hour,Picked_Hour,Age_group
0xa86a ,HYDRES02DEL01 ,26.0,4.7,17.41233,78.449654,17.45233,78.489654,2022-03-05,1900-01-01 12:37:08.000000,1900-01-01 12:43:54,Cloudy,High,1,Drinks ,scooter ,1.0,No,Metropolitian,33,12,12,25-29
0x847e ,SURRES05DEL03 ,28.0,4.8,21.175104,72.804342,21.265104,72.894342,2022-03-04,1900-01-01 22:53:24.000000,1900-01-01 23:03:33,Fog,Low,2,Buffet ,scooter ,0.0,No,Metropolitian,23,22,23,25-29
0x2491 ,COIMBRES20DEL03 ,32.0,4.5,10.994136,76.963303,11.024136,76.993303,2022-03-03,1900-01-01 19:43:50.000000,1900-01-01 19:54:14,Sunny,Jam,1,Snack ,motorcycle ,1.0,No,Metropolitian,23,19,19,30-34
0xafd3 ,JAPRES13DEL03 ,26.0,4.6,26.846156,75.8023,26.936156,75.8923,2022-03-06,1900-01-01 21:45:40.000000,1900-01-01 21:53:18,Sandstorms,Jam,1,Snack ,scooter ,1.0,No,Metropolitian,23,21,21,25-29
0xd698 ,DEHRES04DEL01 ,39.0,4.9,30.340722,78.060221,30.350722,78.070221,2022-02-15,1900-01-01 10:53:50.000000,1900-01-01 11:03:17,Sandstorms,Low,1,Snack ,scooter ,1.0,No,Metropolitian,20,10,11,35-39
0xd7d8 ,LUDHRES15DEL03 ,38.0,4.5,30.899584,75.809346,30.989584,75.899346,2022-02-18,1900-01-01 19:30:22.000000,1900-01-01 19:37:41,Stormy,Jam,1,Snack ,motorcycle ,0.0,No,Metropolitian,33,19,19,35-39
0x5e29 ,MYSRES19DEL01 ,23.0,4.8,12.334022,76.618203,12.404022,76.688203,2022-04-04,1900-01-01 19:33:20.000000,1900-01-01 19:40:38,Sunny,Jam,0,Snack ,motorcycle ,1.0,No,Metropolitian,21,19,19,20-24
0xd253 ,AURGRES08DEL01 ,26.0,4.6,19.876428,75.364792,19.886428,75.374792,2022-02-17,1900-01-01 11:42:12.000000,1900-01-01 11:56:02,Sandstorms,High,2,Buffet ,scooter ,0.0,No,Metropolitian,16,11,11,25-29
0x4072 ,HYDRES07DEL02 ,38.0,5.0,17.424114,78.347554,17.444114,78.367554,2022-03-13,1900-01-01 08:26:01.000000,1900-01-01 08:33:21,Sunny,Low,1,Snack ,motorcycle ,1.0,No,Urban,12,8,8,35-39
0x82f9 ,HYDRES07DEL02 ,29.0,4.5,17.424114,78.347554,17.504114,78.427554,2022-03-25,1900-01-01 19:28:34.000000,1900-01-01 19:39:50,Sandstorms,Jam,2,Meal ,motorcycle ,0.0,No,Metropolitian,27,19,19,25-29
0x2a65 ,JAPRES18DEL03 ,29.0,4.8,26.913987,75.752891,27.053987,75.892891,2022-03-20,1900-01-01 21:56:28.000000,1900-01-01 22:09:35,Windy,Jam,0,Snack ,motorcycle ,1.0,No,Metropolitian,31,21,22,25-29
0x453a ,JAPRES19DEL03 ,20.0,4.9,26.913726,75.75282,26.943726,75.78282,2022-03-26,1900-01-01 21:22:36.000000,1900-01-01 21:32:08,Stormy,Jam,1,Meal ,motorcycle ,1.0,No,Metropolitian,27,21,21,20-24
0x1442 ,MYSRES11DEL01 ,38.0,4.6,12.323225,76.630028,12.393225,76.700028,2022-03-14,1900-01-01 20:45:17.000000,1900-01-01 20:53:02,Windy,Jam,1,Snack ,motorcycle ,1.0,No,Metropolitian,28,20,20,35-39
0x1f6e ,PUNERES20DEL01 ,27.0,4.6,18.592718,73.773572,18.632718,73.813572,2022-03-13,1900-01-01 12:22:04.000000,1900-01-01 12:31:12,Windy,High,0,Drinks ,motorcycle ,0.0,No,Metropolitian,22,12,12,25-29
0x4e82 ,RANCHIRES06DEL02 ,30.0,4.5,23.357804,85.325146,23.437804,85.405146,2022-03-06,1900-01-01 18:52:04.000000,1900-01-01 19:09:35,Cloudy,Medium,0,Snack ,motorcycle ,1.0,No,Urban,36,18,19,30-34
0x551b ,BANGRES04DEL02 ,21.0,4.8,12.980410000000001,77.640489,13.06041,77.720489,2022-03-16,1900-01-01 22:04:43.000000,1900-01-01 22:13:57,Stormy,Jam,0,Buffet ,motorcycle ,0.0,No,Metropolitian,29,22,22,20-24
0xab09 ,JAPRES07DEL02 ,36.0,4.7,26.766536,75.837333,26.816536,75.887333,2022-03-17,1900-01-01 20:52:19.000000,1900-01-01 20:57:13,Windy,Jam,1,Meal ,scooter ,1.0,No,Metropolitian,26,20,20,35-39
0x78ba ,COIMBRES09DEL01 ,30.0,4.7,11.008638,76.984311,11.048638,77.024311,2022-04-05,1900-01-01 12:40:46.000000,1900-01-01 12:40:09,Cloudy,High,0,Drinks ,motorcycle ,1.0,No,Metropolitian,30,12,12,30-34
0x23d6 ,RANCHIRES09DEL02 ,26.0,4.2,23.351058,85.325731,23.431058,85.405731,2022-03-04,1900-01-01 20:33:33.000000,1900-01-01 20:43:15,Windy,Jam,0,Drinks ,motorcycle ,1.0,No,Metropolitian,32,20,20,25-29
0x14e1 ,RANCHIRES20DEL02 ,28.0,4.3,23.39925,85.390464,23.41925,85.410464,2022-03-26,1900-01-01 08:41:40.000000,1900-01-01 08:49:38,Stormy,Low,0,Snack ,motorcycle ,1.0,No,Metropolitian,19,8,8,25-29
0x7499 ,CHENRES01DEL02 ,37.0,4.7,13.005801,80.250744,13.085801,80.330744,2022-03-08,1900-01-01 20:24:13.000000,1900-01-01 20:39:53,Stormy,Jam,0,Meal ,motorcycle ,1.0,No,Metropolitian,45,20,20,35-39
0x4054 ,COIMBRES08DEL01 ,21.0,4.8,11.001852,76.976268,11.011852,76.986268,2022-04-05,1900-01-01 08:46:16.000000,1900-01-01 08:57:56,Sunny,Low,1,Snack ,motorcycle ,1.0,No,Urban,19,8,8,20-24
0x4bad ,COIMBRES01DEL03 ,36.0,4.9,11.016298,76.972076,11.076298,77.032076,2022-03-30,1900-01-01 21:58:29.000000,1900-01-01 22:05:34,Cloudy,Jam,1,Buffet ,scooter ,1.0,No,Metropolitian,36,21,22,35-39
0xd796 ,AURGRES04DEL01 ,21.0,4.6,19.876106,75.340775,19.946106,75.410775,2022-02-14,1900-01-01 19:15:00.000000,1900-01-01 19:24:48,Cloudy,Jam,1,Buffet ,scooter ,1.0,No,Urban,38,19,19,20-24
0x6a95 ,BANGRES11DEL02 ,35.0,4.4,12.934365,77.616155,12.954365,77.636155,2022-03-09,1900-01-01 08:17:54.000000,1900-01-01 08:22:05,Windy,Low,0,Buffet ,motorcycle ,1.0,No,Urban,25,8,8,35-39
0xcc60 ,AURGRES01DEL03 ,33.0,4.8,19.876219,75.346017,19.936219,75.406017,2022-02-15,1900-01-01 22:52:27.000000,1900-01-01 23:07:45,Cloudy,Low,1,Snack ,motorcycle ,1.0,No,Metropolitian,18,22,23,30-34
0x22fb ,RANCHIRES05DEL03 ,35.0,4.9,23.355164,85.324097,23.415164,85.384097,2022-03-15,1900-01-01 19:34:37.000000,1900-01-01 19:36:27,Sunny,Jam,0,Snack ,motorcycle ,0.0,No,Metropolitian,24,19,19,35-39
0x6f98 ,SURRES19DEL01 ,36.0,4.2,21.149669,72.772629,21.219669,72.842629,2022-03-18,1900-01-01 23:16:25.000000,1900-01-01 23:31:46,Fog,Low,0,Drinks ,motorcycle ,2.0,No,Metropolitian,43,23,23,35-39
0x3b79 ,BANGRES01DEL01 ,35.0,4.7,12.933284,77.615428,13.043284,77.725428,2022-03-16,1900-01-01 17:14:43.000000,1900-01-01 17:24:17,Stormy,Medium,2,Meal ,scooter ,0.0,No,Metropolitian,27,17,17,35-39
0x8239 ,INDORES03DEL02 ,20.0,3.9,22.751857,75.866699,22.801857,75.916699,2022-03-03,1900-01-01 19:27:13.000000,1900-01-01 19:31:16,Sunny,Jam,0,Drinks ,motorcycle ,2.0,No,Metropolitian,49,19,19,20-24
0xbf3c ,LUDHRES11DEL02 ,30.0,4.7,30.893081,75.821495,30.943081,75.871495,2022-02-13,1900-01-01 19:56:54.251778,1900-01-01 19:40:52,Unknown,Jam,0,Meal ,motorcycle ,1.0,No,Metropolitian,35,19,19,30-34
0x288b ,COIMBRES19DEL03 ,21.0,4.8,11.022298,76.998349,11.112298,77.088349,2022-03-18,1900-01-01 22:27:26.000000,1900-01-01 22:36:38,Stormy,Low,1,Drinks ,motorcycle ,0.0,No,Metropolitian,13,22,22,20-24
0xd751 ,AURGRES17DEL01 ,23.0,4.7,19.876994,75.372353,19.946994,75.442353,2022-02-14,1900-01-01 23:58:19.000000,1900-01-01 00:05:59,Stormy,Low,0,Meal ,motorcycle ,1.0,No,Metropolitian,23,23,0,20-24
0xb0a1 ,RANCHIRES18DEL02 ,27.0,4.9,23.351489,85.324253,23.401489,85.374253,2022-03-24,1900-01-01 19:55:13.000000,1900-01-01 20:07:13,Windy,Jam,2,Snack ,motorcycle ,1.0,No,Urban,27,19,20,25-29
0x3b48 ,JAPRES09DEL01 ,32.0,4.8,26.911378,75.789034,26.951378,75.829034,2022-03-07,1900-01-01 15:29:40.000000,1900-01-01 15:34:09,Cloudy,Medium,2,Meal ,motorcycle ,1.0,No,Metropolitian,15,15,15,30-34
0x7791 ,SURRES11DEL01 ,22.0,4.9,21.157735,72.768778,21.267735,72.878778,2022-03-10,1900-01-01 23:21:04.000000,1900-01-01 23:38:57,Fog,Low,2,Drinks ,scooter ,1.0,No,Metropolitian,29,23,23,20-24
0x76d1 ,PUNERES09DEL03 ,34.0,4.3,18.536562,73.896485,18.596562,73.956485,2022-03-21,1900-01-01 18:13:46.000000,1900-01-01 18:15:43,Windy,Medium,2,Meal ,motorcycle ,1.0,No,Metropolitian,31,18,18,30-34
0x8c5f ,MYSRES20DEL01 ,39.0,4.0,12.337978,76.616792,12.377978,76.656792,2022-03-15,1900-01-01 12:47:26.000000,1900-01-01 12:53:48,Sandstorms,High,0,Snack ,motorcycle ,0.0,No,Metropolitian,36,12,12,35-39
0x392a ,SURRES12DEL02 ,26.0,4.7,21.183434,72.814492,21.263434,72.894492,2022-03-29,1900-01-01 22:42:36.000000,1900-01-01 22:47:52,Windy,Low,0,Snack ,motorcycle ,0.0,No,Metropolitian,16,22,22,25-29
0xa1a5 ,COIMBRES010DEL03 ,30.0,4.9,11.003008,76.97544,11.093008,77.06544,2022-03-27,1900-01-01 23:32:39.000000,1900-01-01 23:45:29,Cloudy,Low,0,Drinks ,motorcycle ,1.0,No,Metropolitian,35,23,23,30-34
0x619e ,CHENRES13DEL01 ,32.0,4.9,13.027018,80.254791,13.137018,80.364791,2022-04-06,1900-01-01 20:03:07.000000,1900-01-01 20:05:54,Windy,Jam,2,Meal ,motorcycle ,1.0,No,Metropolitian,28,20,20,30-34
0x1e5f ,MYSRES06DEL03 ,29.0,4.7,12.323994,76.626167,12.413994,76.716167,2022-04-02,1900-01-01 21:29:56.000000,1900-01-01 21:30:33,Fog,Jam,2,Snack ,scooter ,1.0,No,Metropolitian,42,21,21,25-29
0xa9f3 ,CHENRES13DEL01 ,26.0,4.7,13.027018,80.254791,13.037018,80.264791,2022-03-30,1900-01-01 11:18:43.000000,1900-01-01 11:26:01,Sandstorms,High,1,Drinks ,motorcycle ,1.0,No,Metropolitian,22,11,11,25-29
0xa702 ,SURRES05DEL02 ,26.0,4.5,21.175104,72.804342,21.305104,72.934342,2022-03-02,1900-01-01 20:14:02.000000,1900-01-01 20:29:01,Stormy,Jam,2,Buffet ,scooter ,0.0,No,Metropolitian,19,20,20,25-29
0xaea5 ,JAPRES08DEL02 ,20.0,4.8,26.910262,75.783013,26.930262,75.80301299999999,2022-04-05,1900-01-01 09:39:18.000000,1900-01-01 09:43:39,Cloudy,Low,0,Drinks ,motorcycle ,1.0,No,Metropolitian,24,9,9,20-24
0xcc06 ,KOCRES15DEL02 ,36.0,4.2,10.027364,76.308258,10.077364,76.358258,2022-02-11,1900-01-01 18:49:41.000000,1900-01-01 19:02:14,Cloudy,Medium,0,Drinks ,motorcycle ,1.0,No,Metropolitian,32,18,19,35-39
0xb7cb ,RANCHIRES08DEL03 ,33.0,4.9,23.353783,85.326967,23.443783,85.416967,2022-03-08,1900-01-01 17:52:06.000000,1900-01-01 17:56:44,Cloudy,Medium,0,Buffet ,motorcycle ,1.0,No,Metropolitian,43,17,17,30-34
0xba7b ,COIMBRES13DEL01 ,29.0,4.7,11.003669,76.976494,11.013669,76.986494,2022-03-07,1900-01-01 10:02:07.000000,1900-01-01 10:11:25,Fog,Low,2,Snack ,electric_scooter ,0.0,No,Urban,11,10,10,25-29
0x849f ,SURRES06DEL01 ,29.0,4.6,21.185047,72.80859,21.295047,72.91859,2022-03-25,1900-01-01 20:27:44.000000,1900-01-01 20:34:01,Sandstorms,Jam,0,Snack ,motorcycle ,1.0,No,Metropolitian,38,20,20,25-29
0x776d ,BANGRES18DEL02 ,32.0,5.0,12.913041,77.683237,12.933041,77.703237,2022-03-30,1900-01-01 09:12:27.000000,1900-01-01 09:28:18,Sunny,Low,2,Meal ,motorcycle ,1.0,No,Metropolitian,14,9,9,30-34
0x7ec3 ,INDORES11DEL01 ,24.0,4.5,22.751234,75.88949,22.821234,75.95949,2022-03-06,1900-01-01 23:25:20.000000,1900-01-01 23:39:10,Fog,Low,1,Buffet ,scooter ,1.0,No,Urban,27,23,23,20-24
0x53a6 ,INDORES04DEL02 ,23.0,4.9,22.753659,75.903365,22.773659,75.923365,2022-04-05,1900-01-01 09:49:43.000000,1900-01-01 10:03:30,Stormy,Low,2,Snack ,scooter ,0.0,No,Metropolitian,16,9,10,20-24
0x82d3 ,MUMRES16DEL03 ,22.0,4.9,19.120083,72.907385,19.180083,72.967385,2022-03-21,1900-01-01 18:11:21.000000,1900-01-01 18:22:16,Sunny,Medium,0,Drinks ,motorcycle ,0.0,No,Metropolitian,16,18,18,20-24
0x88a1 ,PUNERES06DEL01 ,27.0,4.5,18.546258,73.904337,18.656258,74.014337,2022-03-02,1900-01-01 19:21:17.000000,1900-01-01 19:25:08,Stormy,Jam,2,Snack ,scooter ,1.0,No,Metropolitian,20,19,19,25-29
0x7842 ,JAPRES11DEL02 ,30.0,4.9,26.90294,75.793007,26.95294,75.843007,2022-03-28,1900-01-01 23:52:18.000000,1900-01-01 00:00:51,Cloudy,Low,2,Drinks ,scooter ,1.0,No,Metropolitian,15,23,0,30-34
0x25b4 ,INDORES14DEL02 ,30.0,3.6,22.761593,75.886362,22.841593,75.966362,2022-03-31,1900-01-01 21:03:55.000000,1900-01-01 21:19:28,Stormy,Jam,2,Snack ,electric_scooter ,1.0,No,Metropolitian,43,21,21,30-34
0x15ab ,MYSRES17DEL02 ,29.0,4.6,12.326356,76.619103,12.456356,76.749103,2022-03-10,1900-01-01 18:18:25.000000,1900-01-01 18:25:03,Sunny,Medium,2,Meal ,scooter ,1.0,No,Metropolitian,15,18,18,25-29
0xa6aa ,SURRES12DEL03 ,32.0,5.0,21.183434,72.814492,21.273434,72.904492,2022-03-20,1900-01-01 22:45:37.000000,1900-01-01 22:52:55,Stormy,Low,1,Meal ,motorcycle ,1.0,No,Metropolitian,25,22,22,30-34
0x1245 ,VADRES19DEL01 ,36.0,4.6,22.311844,73.165081,22.421844,73.275081,2022-03-29,1900-01-01 22:47:43.000000,1900-01-01 22:59:50,Sandstorms,Low,2,Drinks ,motorcycle ,1.0,No,Metropolitian,21,22,22,35-39
0x98c1 ,MUMRES11DEL03 ,30.0,5.0,18.994237,72.825553,19.024237,72.855553,2022-03-05,1900-01-01 22:26:32.000000,1900-01-01 22:41:04,Cloudy,Low,0,Meal ,motorcycle ,1.0,No,Urban,28,22,22,30-34
0xd1a0 ,AURGRES18DEL03 ,35.0,4.7,19.888716,75.321461,19.918716,75.351461,2022-02-11,1900-01-01 23:53:48.000000,1900-01-01 23:55:19,Fog,Low,1,Buffet ,scooter ,1.0,No,Metropolitian,17,23,23,35-39
0xb46e ,MYSRES11DEL01 ,21.0,5.0,12.323225,76.630028,12.333225,76.640028,2022-03-09,1900-01-01 08:11:20.000000,1900-01-01 08:29:22,Sandstorms,Low,2,Snack ,scooter ,1.0,No,Urban,18,8,8,20-24
0x4272 ,SURRES03DEL02 ,38.0,4.5,21.186884,72.793616,21.236884,72.843616,2022-03-17,1900-01-01 23:44:59.000000,1900-01-01 23:59:07,Stormy,Low,1,Drinks ,scooter ,0.0,No,Metropolitian,25,23,23,35-39
0xac29 ,RANCHIRES010DEL01 ,39.0,4.6,23.354422,85.3329,23.394422,85.3729,2022-03-15,1900-01-01 13:18:22.000000,1900-01-01 13:33:56,Cloudy,High,0,Buffet ,motorcycle ,1.0,No,Urban,30,13,13,35-39
0x3ae3 ,BANGRES17DEL03 ,30.0,4.1,12.972532,77.608179,13.062532,77.698179,2022-04-04,1900-01-01 18:00:52.000000,1900-01-01 18:12:32,Fog,Medium,2,Buffet ,motorcycle ,1.0,No,Metropolitian,31,18,18,30-34
0xc1ce ,LUDHRES15DEL02 ,22.0,4.8,30.899584,75.809346,31.029584,75.939346,2022-02-18,1900-01-01 21:03:53.000000,1900-01-01 21:15:16,Stormy,Jam,0,Drinks ,motorcycle ,1.0,No,Metropolitian,25,21,21,20-24
0x7db2 ,HYDRES06DEL01 ,33.0,3.0,17.455894,78.375467,17.565894,78.485467,2022-03-12,1900-01-01 22:39:19.000000,1900-01-01 22:49:14,Sunny,Low,0,Buffet ,motorcycle ,2.0,No,Urban,34,22,22,30-34
0x9520 ,MUMRES19DEL03 ,20.0,4.7,19.131141,72.813074,19.221141,72.903074,2022-04-02,1900-01-01 21:28:02.000000,1900-01-01 21:44:30,Windy,Jam,0,Meal ,motorcycle ,1.0,No,Metropolitian,37,21,21,20-24
0x6e03 ,PUNERES13DEL02 ,36.0,4.6,18.56245,73.916619,18.69245,74.046619,2022-04-02,1900-01-01 20:36:28.000000,1900-01-01 20:49:42,Fog,Jam,0,Snack ,motorcycle ,1.0,No,Metropolitian,51,20,20,35-39
0x116f ,SURRES010DEL03 ,30.0,4.7,21.17106,72.789292,21.23106,72.849292,2022-03-26,1900-01-01 21:39:28.000000,1900-01-01 21:41:44,Cloudy,Jam,1,Drinks ,scooter ,1.0,No,Metropolitian,21,21,21,30-34
0x3026 ,MYSRES06DEL03 ,30.0,5.0,12.323994,76.626167,12.383994,76.686167,2022-04-01,1900-01-01 17:38:33.000000,1900-01-01 17:52:39,Sunny,Medium,2,Drinks ,scooter ,0.0,No,Metropolitian,23,17,17,30-34
0x89c3 ,MUMRES01DEL03 ,38.0,4.9,19.12663,72.829976,19.18663,72.889976,2022-03-26,1900-01-01 17:48:10.000000,1900-01-01 18:01:50,Stormy,Medium,1,Meal ,scooter ,0.0,No,Urban,31,17,18,35-39
0x72cc ,HYDRES17DEL03 ,27.0,4.6,17.451976,78.385883,17.481976,78.415883,2022-03-19,1900-01-01 20:18:25.000000,1900-01-01 20:21:06,Sandstorms,Jam,0,Snack ,motorcycle ,1.0,No,Metropolitian,22,20,20,25-29
0x48df ,INDORES01DEL02 ,27.0,4.5,22.695207,75.866059,22.825207,75.996059,2022-03-06,1900-01-01 17:15:31.000000,1900-01-01 17:25:45,Sunny,Medium,0,Buffet ,motorcycle ,1.0,No,Urban,16,17,17,25-29
0x3ded ,MYSRES13DEL02 ,21.0,4.8,12.310972,76.659264,12.440972,76.789264,2022-03-14,1900-01-01 19:39:05.000000,1900-01-01 19:43:44,Windy,Jam,0,Buffet ,motorcycle ,0.0,No,Metropolitian,39,19,19,20-24
0x34ed ,INDORES03DEL03 ,30.0,4.8,22.751857,75.866699,22.841857,75.956699,2022-04-02,1900-01-01 23:43:20.000000,1900-01-01 23:51:12,Sunny,Low,1,Drinks ,scooter ,0.0,No,Metropolitian,24,23,23,30-34
0xcf3e ,LUDHRES18DEL02 ,28.0,4.8,30.890184,75.829615,30.910184,75.849615,2022-02-17,1900-01-01 09:17:52.000000,1900-01-01 09:30:28,Cloudy,Low,1,Drinks ,scooter ,1.0,No,Metropolitian,10,9,9,25-29
0x596d ,RANCHIRES09DEL01 ,24.0,4.8,23.351058,85.325731,23.421058,85.395731,2022-03-25,1900-01-01 23:50:20.000000,1900-01-01 23:56:25,Fog,Low,2,Meal ,scooter ,1.0,No,Metropolitian,25,23,23,20-24
0x375d ,VADRES010DEL01 ,34.0,4.8,22.310329,73.169083,22.380329,73.239083,2022-03-29,1900-01-01 22:50:33.000000,1900-01-01 22:57:09,Sunny,Low,2,Snack ,scooter ,1.0,No,Metropolitian,17,22,22,30-34
0x9cc9 ,VADRES14DEL01 ,20.0,4.7,22.311603,73.165012,22.421603,73.275012,2022-03-25,1900-01-01 22:46:58.000000,1900-01-01 23:00:47,Sandstorms,Low,2,Snack ,motorcycle ,0.0,No,Metropolitian,15,22,23,20-24
0x678a ,JAPRES17DEL01 ,28.0,4.6,26.892312,75.806896,26.932312,75.846896,2022-03-03,1900-01-01 12:24:31.000000,1900-01-01 12:37:13,Stormy,High,1,Drinks ,scooter ,1.0,No,Metropolitian,25,12,12,25-29
0xad24 ,VADRES13DEL01 ,31.0,4.2,22.310237,73.158921,22.380237,73.228921,2022-03-04,1900-01-01 19:28:54.000000,1900-01-01 19:42:35,Windy,Jam,2,Buffet ,electric_scooter ,0.0,No,Metropolitian,35,19,19,30-34
0x7cd9 ,HYDRES13DEL01 ,35.0,4.2,17.431477,78.40035,17.501477,78.47035,2022-03-23,1900-01-01 17:14:19.000000,1900-01-01 17:23:25,Windy,Medium,2,Meal ,scooter ,1.0,No,Metropolitian,31,17,17,35-39
0x792b ,PUNERES02DEL03 ,39.0,4.8,18.55144,73.804855,18.58144,73.834855,2022-03-26,1900-01-01 23:17:51.000000,1900-01-01 23:28:53,Cloudy,Low,0,Snack ,motorcycle ,1.0,No,Metropolitian,25,23,23,35-39
0x23a1 ,INDORES14DEL01 ,38.0,4.6,22.761593,75.886362,22.831593,75.956362,2022-03-12,1900-01-01 18:22:26.000000,1900-01-01 18:36:04,Fog,Medium,0,Meal ,motorcycle ,1.0,No,Urban,36,18,18,35-39
0x4e8c ,COIMBRES05DEL03 ,26.0,4.3,11.022169,76.999594,11.112169,77.089594,2022-03-04,1900-01-01 20:03:54.000000,1900-01-01 20:19:18,Windy,Jam,0,Drinks ,motorcycle ,0.0,No,Metropolitian,34,20,20,25-29
0x4cc6 ,SURRES15DEL01 ,32.0,4.8,21.160522,72.771477,21.200522,72.811477,2022-03-24,1900-01-01 13:05:51.000000,1900-01-01 13:17:34,Sandstorms,High,1,Snack ,scooter ,1.0,No,Metropolitian,26,13,13,30-34
0x6fd9 ,CHENRES06DEL02 ,23.0,4.8,13.054347,80.257221,13.074347,80.277221,2022-03-17,1900-01-01 09:59:53.000000,1900-01-01 10:01:49,Sandstorms,Low,2,Buffet ,motorcycle ,0.0,No,Urban,12,9,10,20-24
0x215d ,MUMRES20DEL02 ,22.0,4.7,19.103249,72.846749,19.233249,72.976749,2022-03-10,1900-01-01 17:54:58.000000,1900-01-01 18:03:04,Windy,Medium,2,Snack ,motorcycle ,1.0,No,Metropolitian,27,17,18,20-24
0xcfd8 ,AURGRES09DEL02 ,26.0,4.6,19.874103,75.368419,19.894103,75.388419,2022-02-13,1900-01-01 09:21:43.000000,1900-01-01 09:34:34,Fog,Low,0,Snack ,motorcycle ,1.0,No,Metropolitian,18,9,9,25-29
0x5eff ,HYDRES14DEL02 ,37.0,4.2,17.426228,78.407495,17.446228,78.427495,2022-03-26,1900-01-01 11:11:23.000000,1900-01-01 11:19:25,Sandstorms,High,1,Meal ,scooter ,0.0,No,Metropolitian,32,11,11,35-39
0x98d5 ,SURRES08DEL03 ,27.0,4.8,21.173343,72.792731,21.263343,72.882731,2022-03-02,1900-01-01 19:48:42.000000,1900-01-01 19:59:29,Windy,Jam,1,Buffet ,motorcycle ,1.0,No,Metropolitian,23,19,19,25-29
0x385e ,BANGRES20DEL03 ,31.0,4.9,12.972161,77.596014,13.062161,77.686014,2022-04-06,1900-01-01 20:01:17.000000,1900-01-01 20:06:40,Stormy,Jam,2,Meal ,scooter ,1.0,No,Metropolitian,30,20,20,30-34
0x84b ,MUMRES04DEL03 ,29.0,4.9,19.254567,72.848923,19.284567,72.878923,2022-03-13,1900-01-01 20:05:22.000000,1900-01-01 20:09:47,Stormy,Jam,2,Snack ,electric_scooter ,1.0,No,Urban,12,20,20,25-29
0xbc27 ,SURRES20DEL03 ,33.0,4.1,21.15276,72.778059,21.24276,72.868059,2022-04-06,1900-01-01 18:37:48.000000,1900-01-01 18:44:15,Sandstorms,Medium,0,Snack ,motorcycle ,1.0,No,Metropolitian,43,18,18,30-34
0xf40 ,COIMBRES03DEL03 ,29.0,3.9,11.025083,77.015393,11.085083,77.075393,2022-03-30,1900-01-01 21:16:44.000000,1900-01-01 21:34:28,Sunny,Jam,0,Drinks ,motorcycle ,2.0,No,Semi-Urban,49,21,21,25-29
0x3706 ,JAPRES11DEL02 ,33.0,4.5,26.90294,75.793007,26.92294,75.813007,2022-03-28,1900-01-01 08:11:56.000000,1900-01-01 08:24:56,Stormy,Low,2,Drinks ,scooter ,0.0,No,Metropolitian,25,8,8,30-34
0xbf14 ,KOLRES04DEL01 ,30.0,4.7,22.538731,88.364878,22.648731,88.474878,2022-02-12,1900-01-02 00:04:46.251778,1900-01-01 23:48:44,Unknown,Unknown,3,Drinks ,scooter ,0.0,No,Metropolitian,15,0,23,30-34
0x6770 ,BANGRES19DEL02 ,36.0,4.6,12.914264,77.6784,12.934264,77.6984,2022-03-24,1900-01-01 08:54:20.000000,1900-01-01 09:09:12,Fog,Low,2,Drinks ,scooter ,0.0,No,Metropolitian,15,8,9,35-39
0x9a03 ,JAPRES09DEL02 ,35.0,4.7,26.911378,75.789034,27.041378,75.919034,2022-04-06,1900-01-01 19:24:14.000000,1900-01-01 19:35:46,Sandstorms,Jam,0,Drinks ,motorcycle ,1.0,Yes,Semi-Urban,52,19,19,35-39
0xac20 ,JAPRES08DEL03 ,29.0,4.5,26.910262,75.783013,27.000262,75.873013,2022-03-10,1900-01-01 21:18:55.000000,1900-01-01 21:20:15,Fog,Jam,0,Meal ,motorcycle ,0.0,No,Metropolitian,45,21,21,25-29
0xc01d ,DEHRES06DEL02 ,30.0,4.7,30.361280999999998,78.068022,30.491281,78.198022,2022-02-16,1900-01-01 17:54:26.251778,1900-01-01 17:38:24,Sunny,Medium,2,Buffet ,electric_scooter ,0.0,No,Urban,19,17,17,30-34
0x1c5c ,CHENRES19DEL03 ,34.0,5.0,12.986047,80.218114,13.016047,80.248114,2022-03-03,1900-01-01 19:50:05.000000,1900-01-01 20:04:58,Stormy,Jam,2,Snack ,motorcycle ,1.0,No,Metropolitian,29,19,20,30-34
0x4105 ,CHENRES06DEL03 ,25.0,4.8,13.054347,80.257221,13.144347,80.347221,2022-03-27,1900-01-01 18:18:28.000000,1900-01-01 18:32:21,Stormy,Medium,0,Buffet ,motorcycle ,0.0,No,Metropolitian,24,18,18,25-29
0x79ae ,PUNERES04DEL01 ,36.0,4.9,18.51421,73.838429,18.52421,73.848429,2022-03-24,1900-01-01 10:41:35.000000,1900-01-01 10:47:17,Sunny,Low,1,Snack ,motorcycle ,1.0,No,Metropolitian,10,10,10,35-39
0xd270 ,AURGRES05DEL02 ,22.0,3.7,19.875522,75.367127,19.925522,75.417127,2022-02-13,1900-01-01 20:24:49.000000,1900-01-01 20:37:07,Sunny,Jam,0,Snack ,motorcycle ,1.0,Yes,Metropolitian,42,20,20,20-24
